"id","resolution_date","source","Type","resolved_to","resolved","SPF_forecast","SPF_bs","Pub_forecast","Pub_bs","question","gpt_score","sonnet_score","deepseek_score","mean_z","LLM_typical_binary","LLM_typical_3"
"9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51","2024-08-20","acled","Data",0,TRUE,0.01,1e-04,0.15,0.0225,"Will there be more than ten times as many 'Protests' in Bahrain for the 30 days before 2024-08-20 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",8,8,10,0.320997184099946,"Typical","Borderline"
"9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51","2024-10-19","acled","Data",0,TRUE,0.015,0.000225,0.15,0.0225,"Will there be more than ten times as many 'Protests' in Bahrain for the 30 days before 2024-10-19 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.320997184099946,"Typical","Borderline"
"9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51","2025-01-17","acled","Data",0,TRUE,0.025,0.000625,0.2,0.04,"Will there be more than ten times as many 'Protests' in Bahrain for the 30 days before 2025-01-17 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.320997184099946,"Typical","Borderline"
"9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51","2025-07-21","acled","Data",0,TRUE,0.03,9e-04,0.2,0.04,"Will there be more than ten times as many 'Protests' in Bahrain for the 30 days before 2025-07-21 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.320997184099946,"Typical","Borderline"
"3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9","2024-07-28","acled","Data",0,TRUE,0.05,0.0025,0.1,0.01,"Will there be more 'Riots' in Poland for the 30 days before 2024-07-28 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",8,8,10,0.307408346060639,"Typical","Borderline"
"3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9","2024-08-20","acled","Data",0,TRUE,0.115,0.013225,0.1,0.01,"Will there be more 'Riots' in Poland for the 30 days before 2024-08-20 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.307408346060639,"Typical","Borderline"
"3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9","2024-10-19","acled","Data",0,TRUE,0.4,0.16,0.15,0.0225,"Will there be more 'Riots' in Poland for the 30 days before 2024-10-19 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.307408346060639,"Typical","Borderline"
"3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9","2025-01-17","acled","Data",0,TRUE,0.415,0.172225,0.3,0.09,"Will there be more 'Riots' in Poland for the 30 days before 2025-01-17 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.307408346060639,"Typical","Borderline"
"3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9","2025-07-21","acled","Data",1,TRUE,0.435,0.319225,0.3,0.49,"Will there be more 'Riots' in Poland for the 30 days before 2025-07-21 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",8,8,10,0.307408346060639,"Typical","Borderline"
"4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931","2024-07-28","acled","Data",0,TRUE,0.01,1e-04,0.3,0.09,"Will there be more than ten times as many 'Violence against civilians' in Afghanistan for the 30 days before 2024-07-28 compared to one plus the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.397005797276314,"Typical","Borderline"
"4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931","2024-08-20","acled","Data",0,TRUE,0.01,1e-04,0.35,0.1225,"Will there be more than ten times as many 'Violence against civilians' in Afghanistan for the 30 days before 2024-08-20 compared to one plus the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.397005797276314,"Typical","Borderline"
"4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931","2024-10-19","acled","Data",0,TRUE,0.01,1e-04,0.3,0.09,"Will there be more than ten times as many 'Violence against civilians' in Afghanistan for the 30 days before 2024-10-19 compared to one plus the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.397005797276314,"Typical","Borderline"
"4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931","2025-01-17","acled","Data",0,TRUE,0.05,0.0025,0.4,0.16,"Will there be more than ten times as many 'Violence against civilians' in Afghanistan for the 30 days before 2025-01-17 compared to one plus the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.397005797276314,"Typical","Borderline"
"4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931","2025-07-21","acled","Data",0,TRUE,0.03,9e-04,0.4,0.16,"Will there be more than ten times as many 'Violence against civilians' in Afghanistan for the 30 days before 2025-07-21 compared to one plus the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.397005797276314,"Typical","Borderline"
"b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913","2024-07-28","acled","Data",0,TRUE,0.001,1e-06,0.05,0.0025,"Will there be more 'Explosions/Remote violence' in Norway for the 30 days before 2024-07-28 compared to the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.373347788077451,"Typical","Borderline"
"b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913","2024-08-20","acled","Data",0,TRUE,0.001,1e-06,0.05,0.0025,"Will there be more 'Explosions/Remote violence' in Norway for the 30 days before 2024-08-20 compared to the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.373347788077451,"Typical","Borderline"
"b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913","2024-10-19","acled","Data",0,TRUE,0.001,1e-06,0.055,0.003025,"Will there be more 'Explosions/Remote violence' in Norway for the 30 days before 2024-10-19 compared to the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",8,8,10,0.373347788077451,"Typical","Borderline"
"b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913","2025-01-17","acled","Data",0,TRUE,0.001,1e-06,0.065,0.004225,"Will there be more 'Explosions/Remote violence' in Norway for the 30 days before 2025-01-17 compared to the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.373347788077451,"Typical","Borderline"
"b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913","2025-07-21","acled","Data",0,TRUE,0.001,1e-06,0.08,0.0064,"Will there be more 'Explosions/Remote violence' in Norway for the 30 days before 2025-07-21 compared to the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.373347788077451,"Typical","Borderline"
"ac7b7ca153f613fa81d9c0eff4f0aa25bb62bba04da7610ae4eec7e1586425bb","2024-07-28","acled","Data",0,TRUE,0,0,0.1,0.01,"Will there be more than ten times as many 'Strategic developments' in Wallis and Futuna for the 30 days before 2024-07-28 compared to one plus the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",9,2,10,-0.377694261746998,"Atypical","Borderline"
"ac7b7ca153f613fa81d9c0eff4f0aa25bb62bba04da7610ae4eec7e1586425bb","2024-08-20","acled","Data",0,TRUE,0.001,1e-06,0.1,0.01,"Will there be more than ten times as many 'Strategic developments' in Wallis and Futuna for the 30 days before 2024-08-20 compared to one plus the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",10,3,10,-0.377694261746998,"Atypical","Borderline"
